card_number,tier,rank,name,alignment,element,faction,hp,atk,rapid,charge,defense,move_1,move_2,move_3,move_4,move_5,move_6,move_7,move_8,move_9,flavor_text,construct_sprite,source_identities,color_pal
BET-000426,BETA,427,SquallMechanical BETX,Demonic,Wind,SYNTHETIC NETWORK,7052,554,78,86,387,DIVINE.DRAFT.WARD,DIVINE.DRAFT.CHARGE,DIVINE.SQUALL.CATALYST,DIVINE.BREEZE.CATALYST,DIVINE.ZEPHYR.SHIELD,DIVINE.ZEPHYR.SHIELD,DIVINE.GALE.BOOST,DIVINE.ZEPHYR.RUSH,DIVINE.ZEPHYR.STRIKE,[BETA] CSI=81,,NyxGen,wind
ALP-000427,ALPHA,428,NullMechanical ALPX,Demonic,Void,INFECTION VECTOR,6591,714,78,80,746,DIVINE.ABYSS.DRAIN,DIVINE.ABYSS.SHIELD,DIVINE.UMBRAL.CATALYST,DIVINE.NULL.WARD,DIVINE.ABYSS.SHIELD,DIVINE.ABYSS.WARD,DIVINE.ECLIPSE.STRIKE,DIVINE.UMBRAL.SHIELD,DIVINE.NULL.BIND,[ALPHA] CSI=88,,NyxGen,void
BET-000428,BETA,429,RiftMechanical BETX,Viral,Void,ASTRUM DIVISION,5242,409,57,84,570,DIVINE.RIFT.DRAIN,DIVINE.ABYSS.SHIELD,DIVINE.UMBRAL.RUSH,DIVINE.ABYSS.BIND,DIVINE.UMBRAL.WARD,DIVINE.ECLIPSE.WARD,DIVINE.ECLIPSE.BIND,DIVINE.NULL.WARD,DIVINE.RIFT.DRAIN,[BETA] CSI=77,,NyxGen,void
THE-000429,THETA,430,GaleMechanical THEX,Mechanical,Wind,CORRUPTED SECTOR,1035,71,21,18,50,DIVINE.SQUALL.STRIKE,DIVINE.GALE.DRAIN,DIVINE.SQUALL.SHIELD,DIVINE.GALE.BOOST,DIVINE.ZEPHYR.RUSH,DIVINE.DRAFT.RUSH,DIVINE.BREEZE.CATALYST,DIVINE.BREEZE.RUSH,DIVINE.DRAFT.BOOST,[THETA] CSI=32,,NyxGen,wind
BET-000430,BETA,431,SparkMechanical BETX,Mechanical,Elec,PROTOCOL DIVISION,5670,646,63,64,435,DIVINE.SURGE.BIND,DIVINE.SURGE.DRAIN,DIVINE.VOLT.CHARGE,DIVINE.ARC.CHARGE,DIVINE.SPARK.SHIELD,DIVINE.BOLT.BOOST,DIVINE.VOLT.CHARGE,DIVINE.BOLT.CATALYST,DIVINE.SURGE.WARD,[BETA] CSI=77,,NyxGen,elec
ZET-000431,ZETA,432,VoltMechanical ZETX,Mechanical,Elec,HALO CORE,1905,147,29,26,104,DIVINE.SPARK.SHIELD,DIVINE.VOLT.STRIKE,DIVINE.VOLT.RUSH,DIVINE.VOLT.WARD,DIVINE.ARC.DRAIN,DIVINE.ARC.BOOST,DIVINE.ARC.BOOST,DIVINE.SPARK.BOOST,DIVINE.BOLT.SHIELD,[ZETA] CSI=46,,NyxGen,elec
ALP-000432,ALPHA,433,MistMechanical ALPX,Viral,Aqua,PROTOCOL DIVISION,6968,828,82,80,473,DIVINE.TIDE.CHARGE,DIVINE.TIDE.STRIKE,DIVINE.MIST.DRAIN,DIVINE.SURGE.CHARGE,DIVINE.RIPPLE.BOOST,DIVINE.TIDE.CATALYST,DIVINE.TIDE.SHIELD,DIVINE.TIDE.WARD,DIVINE.TIDE.WARD,[ALPHA] CSI=88,,NyxGen,aqua
IOT-000433,IOTA,434,RadianceMechanical IOTX,Viral,Holy,INFECTION VECTOR,644,42,18,12,76,DIVINE.RADIANCE.RUSH,DIVINE.LUMEN.BOOST,DIVINE.HALO.BOOST,DIVINE.SERA.STRIKE,DIVINE.RADIANCE.WARD,DIVINE.LUMEN.CATALYST,DIVINE.HALO.DRAIN,DIVINE.HALO.RUSH,DIVINE.RADIANCE.BIND,[IOTA] CSI=35,,NyxGen,holy
LAM-000434,LAMBDA,435,MistMechanical LAMX,Mechanical,Aqua,ABYSSAL CABAL,468,22,8,12,16,DIVINE.SURGE.STRIKE,DIVINE.RIPPLE.BIND,DIVINE.MIST.DRAIN,DIVINE.TIDE.RUSH,DIVINE.MIST.BIND,DIVINE.MIST.BOOST,DIVINE.TORRENT.CATALYST,DIVINE.RIPPLE.BIND,DIVINE.SURGE.BOOST,[LAMBDA] CSI=26,,NyxGen,aqua
EPS-000435,EPSILON,436,BloomMechanical EPSX,Angelic,Wood,INFECTION VECTOR,2951,217,37,48,237,DIVINE.ROOT.WARD,DIVINE.THORN.DRAIN,DIVINE.THORN.RUSH,DIVINE.ROOT.BOOST,DIVINE.ROOT.BOOST,DIVINE.BARK.WARD,DIVINE.VINE.DRAIN,DIVINE.VINE.WARD,DIVINE.BARK.RUSH,[EPSILON] CSI=53,,NyxGen,wood
OMI-000436,OMICRON,437,SanctMechanical OMIX,Angelic,Holy,ASTRUM DIVISION,96,6,4,5,11,DIVINE.HALO.WARD,DIVINE.SANCT.STRIKE,DIVINE.SANCT.DRAIN,DIVINE.LUMEN.DRAIN,DIVINE.SANCT.CATALYST,DIVINE.HALO.WARD,DIVINE.SERA.STRIKE,DIVINE.LUMEN.STRIKE,DIVINE.SERA.RUSH,[OMICRON] CSI=6,,NyxGen,holy
DEL-000437,DELTA,438,ArcMechanical DELX,Viral,Elec,ASTRUM DIVISION,3572,312,37,53,185,DIVINE.SURGE.CATALYST,DIVINE.VOLT.BIND,DIVINE.SURGE.CHARGE,DIVINE.BOLT.BIND,DIVINE.VOLT.SHIELD,DIVINE.VOLT.DRAIN,DIVINE.VOLT.RUSH,DIVINE.SURGE.STRIKE,DIVINE.ARC.CHARGE,[DELTA] CSI=62,,NyxGen,elec
OME-000438,OMEGA,439,TorrentMechanical OMEX,Demonic,Aqua,VOID CULT,11823,819,119,119,851,DIVINE.SURGE.CATALYST,DIVINE.RIPPLE.RUSH,DIVINE.MIST.SHIELD,DIVINE.SURGE.SHIELD,DIVINE.RIPPLE.WARD,DIVINE.TORRENT.CATALYST,DIVINE.TIDE.WARD,DIVINE.RIPPLE.SHIELD,DIVINE.TORRENT.DRAIN,[OMEGA] CSI=92,,NyxGen,aqua
OMI-000439,OMICRON,440,HaloMechanical OMIX,Angelic,Holy,GEAR SECT,109,9,4,3,7,DIVINE.HALO.STRIKE,DIVINE.SERA.CATALYST,DIVINE.RADIANCE.CATALYST,DIVINE.HALO.STRIKE,DIVINE.HALO.WARD,DIVINE.RADIANCE.CHARGE,DIVINE.SANCT.CHARGE,DIVINE.SERA.WARD,DIVINE.RADIANCE.BOOST,[OMICRON] CSI=9,,NyxGen,holy
ALP-000440,ALPHA,441,SurgeMechanical ALPX,Mechanical,Aqua,INFECTION VECTOR,9222,835,100,98,565,DIVINE.RIPPLE.CATALYST,DIVINE.RIPPLE.DRAIN,DIVINE.SURGE.RUSH,DIVINE.SURGE.STRIKE,DIVINE.MIST.CHARGE,DIVINE.RIPPLE.CATALYST,DIVINE.TIDE.DRAIN,DIVINE.TORRENT.DRAIN,DIVINE.MIST.STRIKE,[ALPHA] CSI=92,,NyxGen,aqua
OMI-000441,OMICRON,442,SanctMechanical OMIX,Demonic,Holy,CORRUPTED SECTOR,112,7,5,4,8,DIVINE.HALO.DRAIN,DIVINE.SERA.SHIELD,DIVINE.SANCT.CHARGE,DIVINE.HALO.BOOST,DIVINE.RADIANCE.DRAIN,DIVINE.SERA.CATALYST,DIVINE.LUMEN.BOOST,DIVINE.SERA.WARD,DIVINE.SANCT.WARD,[OMICRON] CSI=9,,NyxGen,holy
ZET-000442,ZETA,443,SquallMechanical ZETX,Mechanical,Wind,HALO CORE,1880,151,32,40,179,DIVINE.DRAFT.BIND,DIVINE.SQUALL.CHARGE,DIVINE.BREEZE.BOOST,DIVINE.SQUALL.WARD,DIVINE.ZEPHYR.DRAIN,DIVINE.DRAFT.DRAIN,DIVINE.SQUALL.CATALYST,DIVINE.GALE.SHIELD,DIVINE.ZEPHYR.DRAIN,[ZETA] CSI=46,,NyxGen,wind
MU-000443,MU,444,GaleMechanical MUX,Viral,Wind,IRON CORTEX,290,27,8,10,35,DIVINE.DRAFT.WARD,DIVINE.BREEZE.WARD,DIVINE.ZEPHYR.RUSH,DIVINE.GALE.STRIKE,DIVINE.GALE.CHARGE,DIVINE.GALE.WARD,DIVINE.ZEPHYR.RUSH,DIVINE.BREEZE.DRAIN,DIVINE.SQUALL.STRIKE,[MU] CSI=22,,NyxGen,wind
NU-000444,NU,445,UmbralMechanical NUX,Viral,Void,SYNTHETIC NETWORK,236,22,7,5,20,DIVINE.UMBRAL.BOOST,DIVINE.ABYSS.CHARGE,DIVINE.ABYSS.SHIELD,DIVINE.UMBRAL.SHIELD,DIVINE.RIFT.BIND,DIVINE.NULL.DRAIN,DIVINE.ABYSS.RUSH,DIVINE.UMBRAL.RUSH,DIVINE.RIFT.RUSH,[NU] CSI=10,,NyxGen,void
OMI-000445,OMICRON,446,ZephyrMechanical OMIX,Mechanical,Wind,CORRUPTED SECTOR,69,8,2,3,3,DIVINE.DRAFT.CATALYST,DIVINE.GALE.BIND,DIVINE.SQUALL.STRIKE,DIVINE.DRAFT.SHIELD,DIVINE.SQUALL.DRAIN,DIVINE.GALE.WARD,DIVINE.DRAFT.CHARGE,DIVINE.DRAFT.DRAIN,DIVINE.DRAFT.BOOST,[OMICRON] CSI=0,,NyxGen,wind
GAM-000446,GAMMA,447,VineMechanical GAMX,Mechanical,Wood,ASTRUM DIVISION,4176,418,65,61,315,DIVINE.BLOOM.CHARGE,DIVINE.BLOOM.CHARGE,DIVINE.BLOOM.BIND,DIVINE.THORN.STRIKE,DIVINE.BLOOM.BIND,DIVINE.THORN.RUSH,DIVINE.THORN.WARD,DIVINE.ROOT.DRAIN,DIVINE.ROOT.SHIELD,[GAMMA] CSI=67,,NyxGen,wood
ETA-000447,ETA,448,CinderMechanical ETAX,Viral,Fire,IRON CORTEX,1003,109,27,22,102,DIVINE.BLAZE.STRIKE,DIVINE.CINDER.CATALYST,DIVINE.FLARE.STRIKE,DIVINE.BLAZE.WARD,DIVINE.BLAZE.DRAIN,DIVINE.FLARE.STRIKE,DIVINE.FLARE.RUSH,DIVINE.CINDER.CATALYST,DIVINE.FLARE.RUSH,[ETA] CSI=48,,NyxGen,fire
OME-000448,OMEGA,449,ZephyrMechanical OMEX,Mechanical,Wind,LUMINA SECT,9105,779,100,98,680,DIVINE.GALE.CATALYST,DIVINE.BREEZE.CHARGE,DIVINE.ZEPHYR.BIND,DIVINE.ZEPHYR.BOOST,DIVINE.SQUALL.RUSH,DIVINE.SQUALL.CHARGE,DIVINE.SQUALL.DRAIN,DIVINE.GALE.DRAIN,DIVINE.ZEPHYR.STRIKE,[OMEGA] CSI=89,,NyxGen,wind
KAP-000449,KAPPA,450,NullMechanical KAPX,Angelic,Void,IRON CORTEX,457,46,10,10,26,DIVINE.RIFT.RUSH,DIVINE.ECLIPSE.RUSH,DIVINE.RIFT.CATALYST,DIVINE.UMBRAL.BIND,DIVINE.RIFT.BIND,DIVINE.UMBRAL.BIND,DIVINE.NULL.SHIELD,DIVINE.ECLIPSE.CHARGE,DIVINE.ABYSS.DRAIN,[KAPPA] CSI=21,,NyxGen,void
LAM-000450,LAMBDA,451,FlareMechanical LAMX,Angelic,Fire,SYNTHETIC NETWORK,288,28,10,10,16,DIVINE.BLAZE.WARD,DIVINE.CINDER.WARD,DIVINE.CINDER.STRIKE,DIVINE.FLARE.CATALYST,DIVINE.BLAZE.STRIKE,DIVINE.PYRE.BIND,DIVINE.CINDER.STRIKE,DIVINE.CINDER.SHIELD,DIVINE.CINDER.SHIELD,[LAMBDA] CSI=24,,NyxGen,fire
MU-000451,MU,452,PyreMechanical MUX,Viral,Fire,INFECTION VECTOR,217,23,5,10,26,DIVINE.BLAZE.CHARGE,DIVINE.EMBER.CHARGE,DIVINE.PYRE.WARD,DIVINE.EMBER.BOOST,DIVINE.CINDER.RUSH,DIVINE.FLARE.DRAIN,DIVINE.CINDER.WARD,DIVINE.PYRE.WARD,DIVINE.FLARE.BOOST,[MU] CSI=20,,NyxGen,fire
KAP-000452,KAPPA,453,ThornMechanical KAPX,Demonic,Wood,ABYSSAL CABAL,572,30,13,16,52,DIVINE.THORN.SHIELD,DIVINE.THORN.RUSH,DIVINE.ROOT.STRIKE,DIVINE.ROOT.BIND,DIVINE.BARK.BOOST,DIVINE.BLOOM.BIND,DIVINE.BLOOM.CATALYST,DIVINE.VINE.CHARGE,DIVINE.BARK.BOOST,[KAPPA] CSI=25,,NyxGen,wood
GAM-000453,GAMMA,454,MistMechanical GAMX,Mechanical,Aqua,LUMINA SECT,4789,496,63,74,437,DIVINE.SURGE.RUSH,DIVINE.MIST.RUSH,DIVINE.TIDE.SHIELD,DIVINE.TORRENT.STRIKE,DIVINE.RIPPLE.WARD,DIVINE.TORRENT.SHIELD,DIVINE.TIDE.DRAIN,DIVINE.MIST.SHIELD,DIVINE.TORRENT.RUSH,[GAMMA] CSI=74,,NyxGen,aqua
ZET-000454,ZETA,455,AbyssMechanical ZETX,Demonic,Void,HALO CORE,2249,156,25,32,173,DIVINE.ECLIPSE.STRIKE,DIVINE.NULL.CHARGE,DIVINE.ABYSS.RUSH,DIVINE.ABYSS.CHARGE,DIVINE.ECLIPSE.DRAIN,DIVINE.UMBRAL.CHARGE,DIVINE.UMBRAL.CATALYST,DIVINE.ABYSS.BIND,DIVINE.NULL.CHARGE,[ZETA] CSI=53,,NyxGen,void
XI-000455,XI,456,SanctMechanical XIX,Demonic,Holy,HALO CORE,100,15,3,6,5,DIVINE.HALO.DRAIN,DIVINE.RADIANCE.CATALYST,DIVINE.HALO.STRIKE,DIVINE.SERA.DRAIN,DIVINE.HALO.CATALYST,DIVINE.SERA.SHIELD,DIVINE.SANCT.WARD,DIVINE.SANCT.CHARGE,DIVINE.HALO.CHARGE,[XI] CSI=5,,NyxGen,holy
MU-000456,MU,457,BarkMechanical MUX,Viral,Wood,GEAR SECT,343,19,7,8,14,DIVINE.ROOT.WARD,DIVINE.BARK.SHIELD,DIVINE.THORN.DRAIN,DIVINE.ROOT.BIND,DIVINE.BARK.SHIELD,DIVINE.VINE.RUSH,DIVINE.THORN.CHARGE,DIVINE.THORN.DRAIN,DIVINE.ROOT.SHIELD,[MU] CSI=17,,NyxGen,wood
BET-000457,BETA,458,RiftMechanical BETX,Mechanical,Void,PROTOCOL DIVISION,7295,498,66,73,454,DIVINE.RIFT.DRAIN,DIVINE.NULL.CHARGE,DIVINE.RIFT.BOOST,DIVINE.RIFT.CHARGE,DIVINE.NULL.STRIKE,DIVINE.NULL.WARD,DIVINE.ABYSS.BIND,DIVINE.ECLIPSE.RUSH,DIVINE.ECLIPSE.CATALYST,[BETA] CSI=83,,NyxGen,void
ZET-000458,ZETA,459,VineMechanical ZETX,Mechanical,Wood,HALO CORE,2126,165,24,33,170,DIVINE.ROOT.SHIELD,DIVINE.VINE.BIND,DIVINE.BARK.SHIELD,DIVINE.BLOOM.CHARGE,DIVINE.BARK.CATALYST,DIVINE.BARK.DRAIN,DIVINE.ROOT.SHIELD,DIVINE.ROOT.RUSH,DIVINE.THORN.CHARGE,[ZETA] CSI=42,,NyxGen,wood
IOT-000459,IOTA,460,BarkMechanical IOTX,Demonic,Wood,INFECTION VECTOR,620,66,13,18,45,DIVINE.THORN.CATALYST,DIVINE.THORN.CHARGE,DIVINE.VINE.WARD,DIVINE.BARK.CATALYST,DIVINE.THORN.CHARGE,DIVINE.THORN.RUSH,DIVINE.BARK.DRAIN,DIVINE.VINE.BIND,DIVINE.BLOOM.BOOST,[IOTA] CSI=32,,NyxGen,wood
MU-000460,MU,461,TideMechanical MUX,Angelic,Aqua,ASTRUM DIVISION,289,18,5,7,30,DIVINE.MIST.BIND,DIVINE.SURGE.STRIKE,DIVINE.SURGE.BOOST,DIVINE.TORRENT.BIND,DIVINE.TORRENT.BOOST,DIVINE.TIDE.WARD,DIVINE.TORRENT.WARD,DIVINE.TIDE.STRIKE,DIVINE.TORRENT.WARD,[MU] CSI=22,,NyxGen,aqua
LAM-000461,LAMBDA,462,ThornMechanical LAMX,Mechanical,Wood,PHAGE CELL,443,40,10,13,42,DIVINE.VINE.BIND,DIVINE.VINE.CHARGE,DIVINE.ROOT.WARD,DIVINE.BARK.CHARGE,DIVINE.ROOT.STRIKE,DIVINE.THORN.DRAIN,DIVINE.BLOOM.BIND,DIVINE.BLOOM.BIND,DIVINE.THORN.RUSH,[LAMBDA] CSI=17,,NyxGen,wood
IOT-000462,IOTA,463,VineMechanical IOTX,Mechanical,Wood,ROT CLUSTER,500,67,17,15,52,DIVINE.ROOT.SHIELD,DIVINE.THORN.BOOST,DIVINE.ROOT.WARD,DIVINE.ROOT.CATALYST,DIVINE.BARK.STRIKE,DIVINE.VINE.CATALYST,DIVINE.THORN.RUSH,DIVINE.BLOOM.STRIKE,DIVINE.BARK.CATALYST,[IOTA] CSI=24,,NyxGen,wood
IOT-000463,IOTA,464,ThornMechanical IOTX,Mechanical,Wood,ABYSSAL CABAL,895,40,12,20,67,DIVINE.BARK.SHIELD,DIVINE.BARK.SHIELD,DIVINE.BARK.BIND,DIVINE.ROOT.SHIELD,DIVINE.VINE.STRIKE,DIVINE.THORN.BIND,DIVINE.THORN.WARD,DIVINE.BLOOM.BOOST,DIVINE.BARK.STRIKE,[IOTA] CSI=27,,NyxGen,wood
KAP-000464,KAPPA,465,UmbralMechanical KAPX,Angelic,Void,ROT CLUSTER,387,44,12,16,47,DIVINE.RIFT.STRIKE,DIVINE.RIFT.WARD,DIVINE.RIFT.BOOST,DIVINE.ECLIPSE.STRIKE,DIVINE.NULL.BOOST,DIVINE.ECLIPSE.WARD,DIVINE.RIFT.BOOST,DIVINE.RIFT.CATALYST,DIVINE.NULL.BOOST,[KAPPA] CSI=30,,NyxGen,void
NU-000465,NU,466,MistMechanical NUX,Demonic,Aqua,ROT CLUSTER,147,19,4,5,13,DIVINE.TIDE.DRAIN,DIVINE.RIPPLE.STRIKE,DIVINE.RIPPLE.SHIELD,DIVINE.RIPPLE.RUSH,DIVINE.TIDE.SHIELD,DIVINE.TIDE.DRAIN,DIVINE.TORRENT.SHIELD,DIVINE.TORRENT.CHARGE,DIVINE.RIPPLE.SHIELD,[NU] CSI=12,,NyxGen,aqua
ETA-000466,ETA,467,SparkMechanical ETAX,Viral,Elec,SYNTHETIC NETWORK,1518,95,24,29,71,DIVINE.BOLT.STRIKE,DIVINE.ARC.BIND,DIVINE.SPARK.RUSH,DIVINE.BOLT.RUSH,DIVINE.SPARK.WARD,DIVINE.VOLT.WARD,DIVINE.SURGE.CATALYST,DIVINE.ARC.CATALYST,DIVINE.SPARK.CATALYST,[ETA] CSI=38,,NyxGen,elec
ZET-000467,ZETA,468,VineMechanical ZETX,Angelic,Wood,ASTRUM DIVISION,2104,147,27,30,145,DIVINE.VINE.SHIELD,DIVINE.BLOOM.DRAIN,DIVINE.THORN.BIND,DIVINE.BARK.BOOST,DIVINE.ROOT.STRIKE,DIVINE.VINE.CATALYST,DIVINE.BLOOM.CATALYST,DIVINE.BLOOM.CATALYST,DIVINE.BLOOM.CHARGE,[ZETA] CSI=45,,NyxGen,wood
IOT-000468,IOTA,469,VineMechanical IOTX,Viral,Wood,PHAGE CELL,639,55,12,13,38,DIVINE.VINE.WARD,DIVINE.ROOT.BOOST,DIVINE.THORN.BOOST,DIVINE.VINE.BIND,DIVINE.THORN.WARD,DIVINE.BLOOM.BIND,DIVINE.BLOOM.WARD,DIVINE.ROOT.DRAIN,DIVINE.BLOOM.STRIKE,[IOTA] CSI=28,,NyxGen,wood
ALP-000469,ALPHA,470,RootMechanical ALPX,Angelic,Wood,ABYSSAL CABAL,6605,789,77,95,460,DIVINE.VINE.CATALYST,DIVINE.THORN.BOOST,DIVINE.THORN.BIND,DIVINE.THORN.SHIELD,DIVINE.BLOOM.RUSH,DIVINE.VINE.CATALYST,DIVINE.BLOOM.RUSH,DIVINE.ROOT.CHARGE,DIVINE.THORN.DRAIN,[ALPHA] CSI=88,,NyxGen,wood
DEL-000470,DELTA,471,CinderMechanical DELX,Viral,Fire,IRON CORTEX,3401,246,48,54,274,DIVINE.CINDER.WARD,DIVINE.PYRE.BOOST,DIVINE.PYRE.WARD,DIVINE.BLAZE.BIND,DIVINE.EMBER.CATALYST,DIVINE.PYRE.CHARGE,DIVINE.BLAZE.BOOST,DIVINE.BLAZE.RUSH,DIVINE.FLARE.DRAIN,[DELTA] CSI=65,,NyxGen,fire
ETA-000471,ETA,472,NullMechanical ETAX,Viral,Void,VOID CULT,1473,105,28,23,96,DIVINE.ECLIPSE.BIND,DIVINE.ABYSS.STRIKE,DIVINE.NULL.CATALYST,DIVINE.RIFT.BOOST,DIVINE.NULL.SHIELD,DIVINE.ECLIPSE.RUSH,DIVINE.NULL.STRIKE,DIVINE.ABYSS.RUSH,DIVINE.ECLIPSE.WARD,[ETA] CSI=43,,NyxGen,void
IOT-000472,IOTA,473,RootMechanical IOTX,Viral,Wood,CORRUPTED SECTOR,735,68,15,16,56,DIVINE.ROOT.CATALYST,DIVINE.THORN.BIND,DIVINE.VINE.SHIELD,DIVINE.THORN.RUSH,DIVINE.VINE.WARD,DIVINE.BLOOM.BOOST,DIVINE.BLOOM.CATALYST,DIVINE.BLOOM.STRIKE,DIVINE.VINE.DRAIN,[IOTA] CSI=31,,NyxGen,wood
LAM-000473,LAMBDA,474,ZephyrMechanical LAMX,Mechanical,Wind,VOID CULT,491,23,10,11,22,DIVINE.ZEPHYR.RUSH,DIVINE.DRAFT.SHIELD,DIVINE.ZEPHYR.BIND,DIVINE.GALE.RUSH,DIVINE.GALE.RUSH,DIVINE.DRAFT.BIND,DIVINE.GALE.CATALYST,DIVINE.SQUALL.STRIKE,DIVINE.ZEPHYR.BOOST,[LAMBDA] CSI=17,,NyxGen,wind
GAM-000474,GAMMA,475,FlareMechanical GAMX,Mechanical,Fire,GEAR SECT,5583,413,55,60,403,DIVINE.CINDER.RUSH,DIVINE.BLAZE.DRAIN,DIVINE.EMBER.BIND,DIVINE.BLAZE.RUSH,DIVINE.PYRE.BOOST,DIVINE.BLAZE.WARD,DIVINE.BLAZE.STRIKE,DIVINE.FLARE.CHARGE,DIVINE.FLARE.BOOST,[GAMMA] CSI=67,,NyxGen,fire
XI-000475,XI,476,SurgeMechanical XIX,Angelic,Aqua,PROTOCOL DIVISION,88,9,3,4,6,DIVINE.RIPPLE.BOOST,DIVINE.SURGE.SHIELD,DIVINE.MIST.BOOST,DIVINE.TIDE.DRAIN,DIVINE.TORRENT.WARD,DIVINE.TORRENT.BIND,DIVINE.RIPPLE.DRAIN,DIVINE.TORRENT.SHIELD,DIVINE.MIST.BIND,[XI] CSI=14,,NyxGen,aqua
THE-000476,THETA,477,NullMechanical THEX,Mechanical,Void,VOID CULT,971,58,13,24,66,DIVINE.UMBRAL.BIND,DIVINE.ECLIPSE.RUSH,DIVINE.UMBRAL.SHIELD,DIVINE.ECLIPSE.SHIELD,DIVINE.ABYSS.BIND,DIVINE.ABYSS.CATALYST,DIVINE.ECLIPSE.BIND,DIVINE.NULL.WARD,DIVINE.NULL.WARD,[THETA] CSI=33,,NyxGen,void
THE-000477,THETA,478,NullMechanical THEX,Demonic,Void,GEAR SECT,1067,66,17,21,86,DIVINE.ABYSS.WARD,DIVINE.UMBRAL.RUSH,DIVINE.NULL.BOOST,DIVINE.NULL.DRAIN,DIVINE.NULL.BOOST,DIVINE.ECLIPSE.BIND,DIVINE.ABYSS.STRIKE,DIVINE.NULL.BOOST,DIVINE.RIFT.BOOST,[THETA] CSI=32,,NyxGen,void
ZET-000478,ZETA,479,DraftMechanical ZETX,Demonic,Wind,INFECTION VECTOR,1913,119,34,36,159,DIVINE.SQUALL.STRIKE,DIVINE.BREEZE.STRIKE,DIVINE.ZEPHYR.BIND,DIVINE.GALE.STRIKE,DIVINE.BREEZE.DRAIN,DIVINE.ZEPHYR.CHARGE,DIVINE.SQUALL.RUSH,DIVINE.BREEZE.CATALYST,DIVINE.ZEPHYR.SHIELD,[ZETA] CSI=45,,NyxGen,wind
ALP-000479,ALPHA,480,LumenMechanical ALPX,Mechanical,Holy,HALO CORE,8610,781,84,109,487,DIVINE.SANCT.RUSH,DIVINE.RADIANCE.SHIELD,DIVINE.RADIANCE.SHIELD,DIVINE.HALO.DRAIN,DIVINE.RADIANCE.RUSH,DIVINE.LUMEN.BOOST,DIVINE.HALO.CATALYST,DIVINE.HALO.CATALYST,DIVINE.RADIANCE.BIND,[ALPHA] CSI=89,,NyxGen,holy
EPS-000480,EPSILON,481,RippleMechanical EPSX,Mechanical,Aqua,INFECTION VECTOR,2621,178,37,39,132,DIVINE.SURGE.SHIELD,DIVINE.TORRENT.BIND,DIVINE.SURGE.SHIELD,DIVINE.SURGE.RUSH,DIVINE.TORRENT.RUSH,DIVINE.MIST.RUSH,DIVINE.SURGE.CATALYST,DIVINE.SURGE.CATALYST,DIVINE.SURGE.RUSH,[EPSILON] CSI=52,,NyxGen,aqua
LAM-000481,LAMBDA,482,SquallMechanical LAMX,Demonic,Wind,ASTRUM DIVISION,311,29,6,9,22,DIVINE.ZEPHYR.RUSH,DIVINE.SQUALL.CHARGE,DIVINE.GALE.CHARGE,DIVINE.ZEPHYR.WARD,DIVINE.BREEZE.DRAIN,DIVINE.DRAFT.BOOST,DIVINE.SQUALL.CATALYST,DIVINE.ZEPHYR.DRAIN,DIVINE.BREEZE.BOOST,[LAMBDA] CSI=14,,NyxGen,wind
IOT-000482,IOTA,483,MistMechanical IOTX,Mechanical,Aqua,CORRUPTED SECTOR,779,73,18,20,33,DIVINE.TORRENT.RUSH,DIVINE.TORRENT.BIND,DIVINE.SURGE.BOOST,DIVINE.TORRENT.CHARGE,DIVINE.TIDE.CHARGE,DIVINE.MIST.RUSH,DIVINE.TORRENT.CATALYST,DIVINE.MIST.SHIELD,DIVINE.TIDE.BIND,[IOTA] CSI=28,,NyxGen,aqua
KAP-000483,KAPPA,484,SurgeMechanical KAPX,Demonic,Elec,SYNTHETIC NETWORK,448,44,13,16,50,DIVINE.SPARK.CHARGE,DIVINE.ARC.CATALYST,DIVINE.VOLT.STRIKE,DIVINE.SURGE.DRAIN,DIVINE.SPARK.CATALYST,DIVINE.SPARK.DRAIN,DIVINE.ARC.STRIKE,DIVINE.SURGE.DRAIN,DIVINE.SURGE.CHARGE,[KAPPA] CSI=27,,NyxGen,elec
GAM-000484,GAMMA,485,EclipseMechanical GAMX,Demonic,Void,GEAR SECT,4608,420,58,66,254,DIVINE.UMBRAL.STRIKE,DIVINE.RIFT.DRAIN,DIVINE.UMBRAL.WARD,DIVINE.RIFT.CATALYST,DIVINE.ECLIPSE.CHARGE,DIVINE.NULL.STRIKE,DIVINE.ECLIPSE.SHIELD,DIVINE.UMBRAL.BOOST,DIVINE.NULL.RUSH,[GAMMA] CSI=66,,NyxGen,void
EPS-000485,EPSILON,486,FlareMechanical EPSX,Demonic,Fire,PHAGE CELL,2692,183,36,38,134,DIVINE.PYRE.CHARGE,DIVINE.BLAZE.WARD,DIVINE.PYRE.STRIKE,DIVINE.PYRE.DRAIN,DIVINE.PYRE.BOOST,DIVINE.EMBER.BOOST,DIVINE.BLAZE.CHARGE,DIVINE.FLARE.WARD,DIVINE.BLAZE.RUSH,[EPSILON] CSI=54,,NyxGen,fire
GAM-000486,GAMMA,487,HaloMechanical GAMX,Viral,Holy,GEAR SECT,4567,407,62,74,339,DIVINE.HALO.WARD,DIVINE.SANCT.WARD,DIVINE.RADIANCE.SHIELD,DIVINE.LUMEN.CHARGE,DIVINE.SERA.BOOST,DIVINE.SANCT.CHARGE,DIVINE.RADIANCE.BIND,DIVINE.SERA.RUSH,DIVINE.LUMEN.STRIKE,[GAMMA] CSI=67,,NyxGen,holy
